total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label,is_anom,anomaly_type
1113.0,98.0,1015,21.0,2022-02-20,Sunday,Sunday 2022-02-20,0,
25636.0,9045.0,16591,15.0,2022-02-19,Saturday,Saturday 2022-02-19,0,
27404.0,25893.0,1511,14.0,2022-02-18,Friday,Friday 2022-02-18,0,
27350.0,16525.0,10825,9.0,2022-02-17,Thursday,Thursday 2022-02-17,0,
33598.0,5991.0,27607,16.0,2022-02-16,Wednesday,Wednesday 2022-02-16,0,
26079.0,13972.0,12107,4.0,2022-02-15,Tuesday,Tuesday 2022-02-15,0,
1744.0,986.0,758,8.0,2022-02-14,Monday,Monday 2022-02-14,0,
2109.0,1600.0,509,19.0,2022-02-13,Sunday,Sunday 2022-02-13,0,
22308.0,11668.0,10640,12.0,2022-02-12,Saturday,Saturday 2022-02-12,0,
29178.0,27453.0,1725,11.0,2022-02-11,Friday,Friday 2022-02-11,0,
33986.0,19568.0,14418,18.0,2022-02-10,Thursday,Thursday 2022-02-10,0,
23483.0,19155.0,4328,15.0,2022-02-09,Wednesday,Wednesday 2022-02-09,0,
29712.0,28735.0,977,16.0,2022-02-08,Tuesday,Tuesday 2022-02-08,0,
1859.0,1654.0,205,27.0,2022-02-07,Monday,Monday 2022-02-07,0,
2248.0,1218.0,1030,16.0,2022-02-06,Sunday,Sunday 2022-02-06,0,
31804.0,4683.0,27121,16.0,2022-02-05,Saturday,Saturday 2022-02-05,0,
33695.0,4847.0,28848,5.0,2022-02-04,Friday,Friday 2022-02-04,0,
39395.0,10030.0,29365,14.0,2022-02-03,Thursday,Thursday 2022-02-03,0,
29501.0,3998.0,25503,16.0,2022-02-02,Wednesday,Wednesday 2022-02-02,0,
23668.0,9160.0,14508,9.0,2022-02-01,Tuesday,Tuesday 2022-02-01,0,
1351.0,1244.0,107,11.0,2022-01-31,Monday,Monday 2022-01-31,0,
1516.0,72.0,1444,34.0,2022-01-30,Sunday,Sunday 2022-01-30,0,
30223.0,13241.0,16982,10.0,2022-01-29,Saturday,Saturday 2022-01-29,0,
30076.0,6370.0,23706,17.0,2022-01-28,Friday,Friday 2022-01-28,0,
38493.0,21639.0,16854,14.0,2022-01-27,Thursday,Thursday 2022-01-27,0,
33876.0,21931.0,11945,15.0,2022-01-26,Wednesday,Wednesday 2022-01-26,0,
25603.0,23331.0,2272,16.0,2022-01-25,Tuesday,Tuesday 2022-01-25,0,
1585.0,33.0,1552,9.0,2022-01-24,Monday,Monday 2022-01-24,0,
1837.0,540.0,1297,9.0,2022-01-23,Sunday,Sunday 2022-01-23,0,
37326.0,1699.0,35627,10.0,2022-01-22,Saturday,Saturday 2022-01-22,0,
27641.0,21926.0,5715,15.0,2022-01-21,Friday,Friday 2022-01-21,0,
19943.0,10689.0,9254,11.0,2022-01-20,Thursday,Thursday 2022-01-20,0,
26964.0,12330.0,14634,12.0,2022-01-19,Wednesday,Wednesday 2022-01-19,0,
27378.0,15551.0,11827,17.0,2022-01-18,Tuesday,Tuesday 2022-01-18,0,
2231.0,1127.0,1104,19.0,2022-01-17,Monday,Monday 2022-01-17,0,
1370.0,360.0,1010,16.0,2022-01-16,Sunday,Sunday 2022-01-16,0,
25189.0,7765.0,17424,17.0,2022-01-15,Saturday,Saturday 2022-01-15,0,
29397.0,29266.0,131,7.0,2022-01-14,Friday,Friday 2022-01-14,0,
28540.0,25088.0,3452,9.0,2022-01-13,Thursday,Thursday 2022-01-13,0,
34191.0,18789.0,15402,14.0,2022-01-12,Wednesday,Wednesday 2022-01-12,0,
32975.0,7302.0,25673,14.0,2022-01-11,Tuesday,Tuesday 2022-01-11,0,
1735.0,1055.0,680,9.0,2022-01-10,Monday,Monday 2022-01-10,0,
2278.0,488.0,1790,21.0,2022-01-09,Sunday,Sunday 2022-01-09,0,
29901.0,13450.0,16451,8.0,2022-01-08,Saturday,Saturday 2022-01-08,0,
31861.0,22837.0,9024,11.0,2022-01-07,Friday,Friday 2022-01-07,0,
33156.0,14806.0,18350,5.0,2022-01-06,Thursday,Thursday 2022-01-06,0,
31195.0,1826.0,29369,20.0,2022-01-05,Wednesday,Wednesday 2022-01-05,0,
24147.0,20311.0,3836,18.0,2022-01-04,Tuesday,Tuesday 2022-01-04,0,
1721.0,787.0,934,29.0,2022-01-03,Monday,Monday 2022-01-03,0,
1787.0,1488.0,299,16.0,2022-01-02,Sunday,Sunday 2022-01-02,0,
26906.0,6589.0,20317,15.0,2022-01-01,Saturday,Saturday 2022-01-01,0,
28068.0,26269.0,1799,11.0,2021-12-31,Friday,Friday 2021-12-31,0,
30262.0,3554.0,26708,22.0,2021-12-30,Thursday,Thursday 2021-12-30,0,
36129.0,22508.0,13621,17.0,2021-12-29,Wednesday,Wednesday 2021-12-29,0,
25049.0,20797.0,4252,16.0,2021-12-28,Tuesday,Tuesday 2021-12-28,0,
2233.0,81.0,2152,21.0,2021-12-27,Monday,Monday 2021-12-27,0,
1868.0,823.0,1045,12.0,2021-12-26,Sunday,Sunday 2021-12-26,0,
36051.0,7230.0,28821,18.0,2021-12-25,Saturday,Saturday 2021-12-25,0,
30687.0,13719.0,16968,25.0,2021-12-24,Friday,Friday 2021-12-24,0,
34716.0,13893.0,20823,11.0,2021-12-23,Thursday,Thursday 2021-12-23,0,
30275.0,10485.0,19790,20.0,2021-12-22,Wednesday,Wednesday 2021-12-22,0,
35331.0,3674.0,31657,19.0,2021-12-21,Tuesday,Tuesday 2021-12-21,0,
1869.0,1827.0,42,24.0,2021-12-20,Monday,Monday 2021-12-20,0,
2121.0,1139.0,982,11.0,2021-12-19,Sunday,Sunday 2021-12-19,0,
31866.0,12313.0,19553,9.0,2021-12-18,Saturday,Saturday 2021-12-18,0,
36705.0,852.0,35853,4.0,2021-12-17,Friday,Friday 2021-12-17,0,
27480.0,10364.0,17116,11.0,2021-12-16,Thursday,Thursday 2021-12-16,0,
33552.0,11905.0,21647,6.0,2021-12-15,Wednesday,Wednesday 2021-12-15,0,
29894.0,2934.0,26960,12.0,2021-12-14,Tuesday,Tuesday 2021-12-14,0,
1845.0,371.0,1474,16.0,2021-12-13,Monday,Monday 2021-12-13,0,
1592.0,289.0,1303,25.0,2021-12-12,Sunday,Sunday 2021-12-12,0,
29338.0,18568.0,10770,21.0,2021-12-11,Saturday,Saturday 2021-12-11,0,
32775.0,5643.0,27132,20.0,2021-12-10,Friday,Friday 2021-12-10,0,
31495.0,26958.0,4537,15.0,2021-12-09,Thursday,Thursday 2021-12-09,0,
38945.0,21226.0,17719,13.0,2021-12-08,Wednesday,Wednesday 2021-12-08,0,
19271.0,9533.0,9738,14.0,2021-12-07,Tuesday,Tuesday 2021-12-07,0,
1346.0,597.0,749,17.0,2021-12-06,Monday,Monday 2021-12-06,0,
2118.0,95.0,2023,9.0,2021-12-05,Sunday,Sunday 2021-12-05,0,
21355.0,4352.0,17003,17.0,2021-12-04,Saturday,Saturday 2021-12-04,0,
33416.0,31376.0,2040,12.0,2021-12-03,Friday,Friday 2021-12-03,0,
29259.0,28932.0,327,17.0,2021-12-02,Thursday,Thursday 2021-12-02,0,
27263.0,2934.0,24329,19.0,2021-12-01,Wednesday,Wednesday 2021-12-01,0,
34052.0,7292.0,26760,16.0,2021-11-30,Tuesday,Tuesday 2021-11-30,0,
1872.0,1000.0,872,17.0,2021-11-29,Monday,Monday 2021-11-29,0,
1986.0,1739.0,247,17.0,2021-11-28,Sunday,Sunday 2021-11-28,0,
34428.0,8380.0,26048,18.0,2021-11-27,Saturday,Saturday 2021-11-27,0,
32431.0,11019.0,21412,14.0,2021-11-26,Friday,Friday 2021-11-26,0,
33811.0,24007.0,9804,12.0,2021-11-25,Thursday,Thursday 2021-11-25,0,
28303.0,3881.0,24422,12.0,2021-11-24,Wednesday,Wednesday 2021-11-24,0,
34082.0,26839.0,7243,9.0,2021-11-23,Tuesday,Tuesday 2021-11-23,0,
1871.0,1217.0,654,22.0,2021-11-22,Monday,Monday 2021-11-22,0,
2012.0,563.0,1449,14.0,2021-11-21,Sunday,Sunday 2021-11-21,0,
31801.0,12795.0,19006,10.0,2021-11-20,Saturday,Saturday 2021-11-20,0,
23531.0,5441.0,18090,7.0,2021-11-19,Friday,Friday 2021-11-19,0,
26745.0,3927.0,22818,6.0,2021-11-18,Thursday,Thursday 2021-11-18,0,
31241.0,8731.0,22510,9.0,2021-11-17,Wednesday,Wednesday 2021-11-17,0,
33623.0,22319.0,11304,17.0,2021-11-16,Tuesday,Tuesday 2021-11-16,0,
2225.0,1089.0,1136,8.0,2021-11-15,Monday,Monday 2021-11-15,0,
2106.0,496.0,1610,29.0,2021-11-14,Sunday,Sunday 2021-11-14,0,
25219.0,22742.0,2477,17.0,2021-11-13,Saturday,Saturday 2021-11-13,0,
31657.0,24013.0,7644,10.0,2021-11-12,Friday,Friday 2021-11-12,0,
27968.0,8801.0,19167,10.0,2021-11-11,Thursday,Thursday 2021-11-11,0,
29343.0,11210.0,18133,12.0,2021-11-10,Wednesday,Wednesday 2021-11-10,0,
25870.0,3116.0,22754,19.0,2021-11-09,Tuesday,Tuesday 2021-11-09,0,
2009.0,1875.0,134,16.0,2021-11-08,Monday,Monday 2021-11-08,0,
1625.0,1500.0,125,30.0,2021-11-07,Sunday,Sunday 2021-11-07,0,
27695.0,18652.0,9043,18.0,2021-11-06,Saturday,Saturday 2021-11-06,0,
29517.0,714.0,28803,19.0,2021-11-05,Friday,Friday 2021-11-05,0,
34760.0,13627.0,21133,10.0,2021-11-04,Thursday,Thursday 2021-11-04,0,
31616.0,22872.0,8744,16.0,2021-11-03,Wednesday,Wednesday 2021-11-03,0,
30159.0,5187.0,24972,11.0,2021-11-02,Tuesday,Tuesday 2021-11-02,0,
1716.0,1111.0,605,37.0,2021-11-01,Monday,Monday 2021-11-01,0,
1864.0,139.0,1725,12.0,2021-10-31,Sunday,Sunday 2021-10-31,0,
23662.0,4866.0,18796,16.0,2021-10-30,Saturday,Saturday 2021-10-30,0,
27660.0,1729.0,25931,15.0,2021-10-29,Friday,Friday 2021-10-29,0,
27731.0,3070.0,24661,17.0,2021-10-28,Thursday,Thursday 2021-10-28,0,
33709.0,7217.0,26492,17.0,2021-10-27,Wednesday,Wednesday 2021-10-27,0,
31546.0,13137.0,18409,9.0,2021-10-26,Tuesday,Tuesday 2021-10-26,0,
1917.0,1653.0,264,42.0,2021-10-25,Monday,Monday 2021-10-25,0,
2342.0,1781.0,561,35.0,2021-10-24,Sunday,Sunday 2021-10-24,0,
31715.0,2407.0,29308,8.0,2021-10-23,Saturday,Saturday 2021-10-23,0,
17755.0,12000.0,5755,7.0,2021-10-22,Friday,Friday 2021-10-22,0,
36092.0,32700.0,3392,9.0,2021-10-21,Thursday,Thursday 2021-10-21,0,
25765.0,15146.0,10619,8.0,2021-10-20,Wednesday,Wednesday 2021-10-20,0,
28331.0,287.0,28044,25.0,2021-10-19,Tuesday,Tuesday 2021-10-19,0,
2239.0,627.0,1612,27.0,2021-10-18,Monday,Monday 2021-10-18,0,
1832.0,1252.0,580,27.0,2021-10-17,Sunday,Sunday 2021-10-17,0,
29935.0,15364.0,14571,14.0,2021-10-16,Saturday,Saturday 2021-10-16,0,
25463.0,77.0,25386,9.0,2021-10-15,Friday,Friday 2021-10-15,0,
29998.0,26111.0,3887,15.0,2021-10-14,Thursday,Thursday 2021-10-14,0,
21773.0,11846.0,9927,16.0,2021-10-13,Wednesday,Wednesday 2021-10-13,0,
19290.0,8182.0,11108,10.0,2021-10-12,Tuesday,Tuesday 2021-10-12,0,
1856.0,849.0,1007,22.0,2021-10-11,Monday,Monday 2021-10-11,0,
1716.0,1015.0,701,19.0,2021-10-10,Sunday,Sunday 2021-10-10,0,
25491.0,20458.0,5033,17.0,2021-10-09,Saturday,Saturday 2021-10-09,0,
28008.0,1792.0,26216,10.0,2021-10-08,Friday,Friday 2021-10-08,0,
35271.0,29445.0,5826,9.0,2021-10-07,Thursday,Thursday 2021-10-07,0,
29117.0,23349.0,5768,13.0,2021-10-06,Wednesday,Wednesday 2021-10-06,0,
27376.0,20547.0,6829,6.0,2021-10-05,Tuesday,Tuesday 2021-10-05,0,
1855.0,433.0,1422,21.0,2021-10-04,Monday,Monday 2021-10-04,0,
1606.0,367.0,1239,11.0,2021-10-03,Sunday,Sunday 2021-10-03,0,
33513.0,13611.0,19902,24.0,2021-10-02,Saturday,Saturday 2021-10-02,0,
31679.0,1530.0,30149,7.0,2021-10-01,Friday,Friday 2021-10-01,0,
31585.0,4613.0,26972,13.0,2021-09-30,Thursday,Thursday 2021-09-30,0,
23353.0,8397.0,14956,7.0,2021-09-29,Wednesday,Wednesday 2021-09-29,0,
29355.0,11566.0,17789,9.0,2021-09-28,Tuesday,Tuesday 2021-09-28,0,
1804.0,586.0,1218,24.0,2021-09-27,Monday,Monday 2021-09-27,0,
2044.0,1620.0,424,19.0,2021-09-26,Sunday,Sunday 2021-09-26,0,
25977.0,18552.0,7425,8.0,2021-09-25,Saturday,Saturday 2021-09-25,0,
29764.0,16704.0,13060,12.0,2021-09-24,Friday,Friday 2021-09-24,0,
31115.0,13532.0,17583,11.0,2021-09-23,Thursday,Thursday 2021-09-23,0,
27665.0,140.0,27525,18.0,2021-09-22,Wednesday,Wednesday 2021-09-22,0,
27803.0,4826.0,22977,15.0,2021-09-21,Tuesday,Tuesday 2021-09-21,0,
1938.0,447.0,1491,17.0,2021-09-20,Monday,Monday 2021-09-20,0,
2243.0,1038.0,1205,17.0,2021-09-19,Sunday,Sunday 2021-09-19,0,
23738.0,15119.0,8619,18.0,2021-09-18,Saturday,Saturday 2021-09-18,0,
25389.0,11031.0,14358,12.0,2021-09-17,Friday,Friday 2021-09-17,0,
29549.0,15078.0,14471,14.0,2021-09-16,Thursday,Thursday 2021-09-16,0,
32064.0,17235.0,14829,10.0,2021-09-15,Wednesday,Wednesday 2021-09-15,0,
27894.0,11584.0,16310,14.0,2021-09-14,Tuesday,Tuesday 2021-09-14,0,
2095.0,1012.0,1083,24.0,2021-09-13,Monday,Monday 2021-09-13,0,
2121.0,1378.0,743,4.0,2021-09-12,Sunday,Sunday 2021-09-12,0,
33260.0,7917.0,25343,11.0,2021-09-11,Saturday,Saturday 2021-09-11,0,
33618.0,22986.0,10632,19.0,2021-09-10,Friday,Friday 2021-09-10,0,
28287.0,17463.0,10824,6.0,2021-09-09,Thursday,Thursday 2021-09-09,0,
29317.0,12908.0,16409,12.0,2021-09-08,Wednesday,Wednesday 2021-09-08,0,
33752.0,8871.0,24881,11.0,2021-09-07,Tuesday,Tuesday 2021-09-07,0,
2257.0,1924.0,333,34.0,2021-09-06,Monday,Monday 2021-09-06,0,
1877.0,427.0,1450,19.0,2021-09-05,Sunday,Sunday 2021-09-05,0,
21893.0,15339.0,6554,10.0,2021-09-04,Saturday,Saturday 2021-09-04,0,
25632.0,5934.0,19698,17.0,2021-09-03,Friday,Friday 2021-09-03,0,
26259.0,3140.0,23119,9.0,2021-09-02,Thursday,Thursday 2021-09-02,0,
25405.0,22036.0,3369,18.0,2021-09-01,Wednesday,Wednesday 2021-09-01,0,
28071.0,13318.0,14753,17.0,2021-08-31,Tuesday,Tuesday 2021-08-31,0,
2070.0,185.0,1885,29.0,2021-08-30,Monday,Monday 2021-08-30,0,
1997.0,1089.0,908,12.0,2021-08-29,Sunday,Sunday 2021-08-29,0,
31334.0,23439.0,7895,10.0,2021-08-28,Saturday,Saturday 2021-08-28,0,
30010.0,7302.0,22708,9.0,2021-08-27,Friday,Friday 2021-08-27,0,
31509.0,2524.0,28985,10.0,2021-08-26,Thursday,Thursday 2021-08-26,0,
31838.0,26392.0,5446,14.0,2021-08-25,Wednesday,Wednesday 2021-08-25,0,
31134.0,6880.0,24254,15.0,2021-08-24,Tuesday,Tuesday 2021-08-24,0,
2146.0,1646.0,500,19.0,2021-08-23,Monday,Monday 2021-08-23,0,
1861.0,1104.0,757,8.0,2021-08-22,Sunday,Sunday 2021-08-22,0,
24926.0,10411.0,14515,6.0,2021-08-21,Saturday,Saturday 2021-08-21,0,
27204.0,21431.0,5773,9.0,2021-08-20,Friday,Friday 2021-08-20,0,
33326.0,6509.0,26817,8.0,2021-08-19,Thursday,Thursday 2021-08-19,0,
27533.0,23345.0,4188,17.0,2021-08-18,Wednesday,Wednesday 2021-08-18,0,
27886.0,10582.0,17304,10.0,2021-08-17,Tuesday,Tuesday 2021-08-17,0,
1629.0,354.0,1275,34.0,2021-08-16,Monday,Monday 2021-08-16,0,
1719.0,645.0,1074,12.0,2021-08-15,Sunday,Sunday 2021-08-15,0,
35048.0,17375.0,17673,13.0,2021-08-14,Saturday,Saturday 2021-08-14,0,
29502.0,17709.0,11793,8.0,2021-08-13,Friday,Friday 2021-08-13,0,
30291.0,24293.0,5998,11.0,2021-08-12,Thursday,Thursday 2021-08-12,0,
28971.0,25692.0,3279,13.0,2021-08-11,Wednesday,Wednesday 2021-08-11,0,
31801.0,20905.0,10896,12.0,2021-08-10,Tuesday,Tuesday 2021-08-10,0,
1716.0,143.0,1573,8.0,2021-08-09,Monday,Monday 2021-08-09,0,
1639.0,85.0,1554,12.0,2021-08-08,Sunday,Sunday 2021-08-08,0,
34852.0,26815.0,8037,15.0,2021-08-07,Saturday,Saturday 2021-08-07,0,
31262.0,17281.0,13981,9.0,2021-08-06,Friday,Friday 2021-08-06,0,
36537.0,13403.0,23134,16.0,2021-08-05,Thursday,Thursday 2021-08-05,0,
21774.0,16457.0,5317,5.0,2021-08-04,Wednesday,Wednesday 2021-08-04,0,
29837.0,10815.0,19022,13.0,2021-08-03,Tuesday,Tuesday 2021-08-03,0,
1495.0,876.0,619,42.0,2021-08-02,Monday,Monday 2021-08-02,0,
2194.0,682.0,1512,24.0,2021-08-01,Sunday,Sunday 2021-08-01,0,
22127.0,412.0,21715,11.0,2021-07-31,Saturday,Saturday 2021-07-31,0,
24665.0,6624.0,18041,19.0,2021-07-30,Friday,Friday 2021-07-30,0,
26596.0,24744.0,1852,4.0,2021-07-29,Thursday,Thursday 2021-07-29,0,
34218.0,2501.0,31717,11.0,2021-07-28,Wednesday,Wednesday 2021-07-28,0,
29740.0,15574.0,14166,14.0,2021-07-27,Tuesday,Tuesday 2021-07-27,0,
1493.0,501.0,992,22.0,2021-07-26,Monday,Monday 2021-07-26,0,
2092.0,225.0,1867,37.0,2021-07-25,Sunday,Sunday 2021-07-25,0,
33378.0,9285.0,24093,14.0,2021-07-24,Saturday,Saturday 2021-07-24,0,
29670.0,27007.0,2663,13.0,2021-07-23,Friday,Friday 2021-07-23,0,
23875.0,16841.0,7034,19.0,2021-07-22,Thursday,Thursday 2021-07-22,0,
32185.0,31313.0,872,11.0,2021-07-21,Wednesday,Wednesday 2021-07-21,0,
27417.0,10037.0,17380,22.0,2021-07-20,Tuesday,Tuesday 2021-07-20,0,
1742.0,840.0,902,9.0,2021-07-19,Monday,Monday 2021-07-19,0,
1349.0,332.0,1017,29.0,2021-07-18,Sunday,Sunday 2021-07-18,0,
29279.0,2651.0,26628,8.0,2021-07-17,Saturday,Saturday 2021-07-17,0,
29474.0,9330.0,20144,12.0,2021-07-16,Friday,Friday 2021-07-16,0,
31888.0,12751.0,19137,22.0,2021-07-15,Thursday,Thursday 2021-07-15,0,
35144.0,18943.0,16201,18.0,2021-07-14,Wednesday,Wednesday 2021-07-14,0,
37158.0,14319.0,22839,11.0,2021-07-13,Tuesday,Tuesday 2021-07-13,0,
2255.0,719.0,1536,22.0,2021-07-12,Monday,Monday 2021-07-12,0,
1973.0,33.0,1940,29.0,2021-07-11,Sunday,Sunday 2021-07-11,0,
33431.0,14153.0,19278,22.0,2021-07-10,Saturday,Saturday 2021-07-10,0,
31688.0,11811.0,19877,12.0,2021-07-09,Friday,Friday 2021-07-09,0,
30133.0,3809.0,26324,25.0,2021-07-08,Thursday,Thursday 2021-07-08,0,
28117.0,25485.0,2632,9.0,2021-07-07,Wednesday,Wednesday 2021-07-07,0,
31841.0,31043.0,798,12.0,2021-07-06,Tuesday,Tuesday 2021-07-06,0,
1817.0,707.0,1110,11.0,2021-07-05,Monday,Monday 2021-07-05,0,
1495.0,722.0,773,25.0,2021-07-04,Sunday,Sunday 2021-07-04,0,
29716.0,611.0,29105,14.0,2021-07-03,Saturday,Saturday 2021-07-03,0,
31720.0,26400.0,5320,6.0,2021-07-02,Friday,Friday 2021-07-02,0,
29483.0,12614.0,16869,9.0,2021-07-01,Thursday,Thursday 2021-07-01,0,
33937.0,10534.0,23403,10.0,2021-06-30,Wednesday,Wednesday 2021-06-30,0,
23878.0,15485.0,8393,17.0,2021-06-29,Tuesday,Tuesday 2021-06-29,0,
1884.0,1463.0,421,37.0,2021-06-28,Monday,Monday 2021-06-28,0,
2201.0,1730.0,471,19.0,2021-06-27,Sunday,Sunday 2021-06-27,0,
36464.0,13580.0,22884,8.0,2021-06-26,Saturday,Saturday 2021-06-26,0,
31471.0,23827.0,7644,7.0,2021-06-25,Friday,Friday 2021-06-25,0,
23708.0,1169.0,22539,15.0,2021-06-24,Thursday,Thursday 2021-06-24,0,
27771.0,17954.0,9817,11.0,2021-06-23,Wednesday,Wednesday 2021-06-23,0,
29350.0,16724.0,12626,15.0,2021-06-22,Tuesday,Tuesday 2021-06-22,0,
1479.0,437.0,1042,11.0,2021-06-21,Monday,Monday 2021-06-21,0,
2191.0,1571.0,620,24.0,2021-06-20,Sunday,Sunday 2021-06-20,0,
23521.0,3793.0,19728,8.0,2021-06-19,Saturday,Saturday 2021-06-19,0,
32994.0,29436.0,3558,7.0,2021-06-18,Friday,Friday 2021-06-18,0,
27407.0,2807.0,24600,15.0,2021-06-17,Thursday,Thursday 2021-06-17,0,
28838.0,25194.0,3644,15.0,2021-06-16,Wednesday,Wednesday 2021-06-16,0,
31737.0,11348.0,20389,24.0,2021-06-15,Tuesday,Tuesday 2021-06-15,0,
2003.0,1925.0,78,17.0,2021-06-14,Monday,Monday 2021-06-14,0,
1871.0,1658.0,213,16.0,2021-06-13,Sunday,Sunday 2021-06-13,0,
33346.0,27414.0,5932,13.0,2021-06-12,Saturday,Saturday 2021-06-12,0,
27632.0,605.0,27027,22.0,2021-06-11,Friday,Friday 2021-06-11,0,
30259.0,6063.0,24196,11.0,2021-06-10,Thursday,Thursday 2021-06-10,0,
27564.0,14096.0,13468,9.0,2021-06-09,Wednesday,Wednesday 2021-06-09,0,
29043.0,14098.0,14945,20.0,2021-06-08,Tuesday,Tuesday 2021-06-08,0,
1471.0,768.0,703,17.0,2021-06-07,Monday,Monday 2021-06-07,0,
1888.0,1092.0,796,14.0,2021-06-06,Sunday,Sunday 2021-06-06,0,
33962.0,3018.0,30944,8.0,2021-06-05,Saturday,Saturday 2021-06-05,0,
30282.0,29977.0,305,6.0,2021-06-04,Friday,Friday 2021-06-04,0,
31015.0,25758.0,5257,17.0,2021-06-03,Thursday,Thursday 2021-06-03,0,
27485.0,18484.0,9001,19.0,2021-06-02,Wednesday,Wednesday 2021-06-02,0,
27379.0,17692.0,9687,5.0,2021-06-01,Tuesday,Tuesday 2021-06-01,0,
2194.0,1466.0,728,40.0,2021-05-31,Monday,Monday 2021-05-31,0,
2013.0,167.0,1846,38.0,2021-05-30,Sunday,Sunday 2021-05-30,0,
31532.0,20990.0,10542,10.0,,,,0,
35982.0,1719.0,34263,13.0,,,,0,
31296.0,14584.0,16712,5.0,,,,0,
31579.0,28050.0,3529,23.0,,,,0,
32098.0,24675.0,7423,15.0,,,,0,
31778.0,30015.0,1763,27.0,,,,0,
32527.0,16954.0,15573,18.0,,,,0,
31733.0,12820.0,18913,18.0,,,,0,
29418.0,14800.0,14618,13.0,,,,0,
29104.0,23202.0,5902,13.0,,,,0,
27718.0,2175.0,25543,29.0,,,,0,
29510.0,862.0,28648,12.0,,,,0,
27384.0,21704.0,5680,15.0,,,,0,
31583.0,10436.0,21147,12.0,,,,0,
29078.0,15860.0,13218,9.0,,,,0,
31199.0,18319.0,12880,15.0,,,,0,
23661.0,539.0,23122,18.0,,,,0,
26829.0,10299.0,16530,10.0,,,,0,
33515.0,11905.0,21610,18.0,,,,0,
25789.0,2119.0,23670,17.0,,,,0,
26107.0,8913.0,17194,11.0,,,,0,
21072.0,16841.0,4231,16.0,,,,0,
31592.0,26788.0,4804,15.0,,,,0,
27447.0,23929.0,3518,15.0,,,,0,
33814.0,30719.0,3095,15.0,,,,0,
29498.0,25199.0,4299,22.0,,,,0,
31567.0,15198.0,16369,11.0,,,,0,
38695.0,21598.0,17097,4.0,,,,0,
39267.0,4045.0,35222,19.0,,,,0,
27391.0,6725.0,20666,18.0,,,,0,
29484.0,24177.0,5307,13.0,,,,0,
24857.0,5514.0,19343,8.0,,,,0,
25785.0,22789.0,2996,19.0,,,,0,
33298.0,16860.0,16438,16.0,,,,0,
25322.0,17166.0,8156,16.0,,,,0,
26865.0,14110.0,12755,14.0,,,,0,
29056.0,20453.0,8603,13.0,,,,0,
28945.0,1077.0,27868,9.0,,,,0,
28733.0,24743.0,3990,15.0,,,,0,
33316.0,59.0,33257,8.0,,,,0,
29218.0,10484.0,18734,10.0,,,,0,
31801.0,24400.0,7401,14.0,,,,0,
30457.0,16639.0,13818,11.0,,,,0,
29464.0,20178.0,9286,18.0,,,,0,
21702.0,10700.0,11002,16.0,,,,0,
29142.0,17316.0,11826,11.0,,,,0,
28325.0,4392.0,23933,11.0,,,,0,
39738.0,12019.0,27719,12.0,,,,0,
29211.0,16132.0,13079,20.0,,,,0,
33172.0,15998.0,17174,15.0,,,,0,
33720.0,23680.0,10040,9.0,,,,0,
23538.0,16406.0,7132,5.0,,,,0,
26078.0,24796.0,1282,27.0,,,,0,
27156.0,19121.0,8035,14.0,,,,0,
31575.0,28873.0,2702,11.0,,,,0,
31073.0,1946.0,29127,21.0,,,,0,
31346.0,23422.0,7924,4.0,,,,0,
28952.0,21658.0,7294,28.0,,,,0,
28793.0,27470.0,1323,16.0,,,,0,
27964.0,612.0,27352,15.0,,,,0,
27299.0,15450.0,11849,13.0,,,,0,
29248.0,19983.0,9265,16.0,,,,0,
31926.0,7397.0,24529,18.0,,,,0,
29246.0,27354.0,1892,12.0,,,,0,
27544.0,20318.0,7226,9.0,,,,0,
29270.0,14952.0,14318,14.0,,,,0,
28740.0,16312.0,12428,28.0,,,,0,
28918.0,17231.0,11687,18.0,,,,0,
31462.0,19818.0,11644,14.0,,,,0,
32335.0,6381.0,25954,14.0,,,,0,
23986.0,204.0,23782,13.0,,,,0,
31630.0,1886.0,29744,20.0,,,,0,
28328.0,11476.0,16852,10.0,,,,0,
25613.0,23727.0,1886,17.0,,,,0,
27796.0,27168.0,628,15.0,,,,0,
29026.0,17068.0,11958,15.0,,,,0,
33943.0,5120.0,28823,17.0,,,,0,
33809.0,13657.0,20152,10.0,,,,0,
33659.0,16552.0,17107,16.0,,,,0,
25649.0,5335.0,20314,17.0,,,,0,
35298.0,26558.0,8740,9.0,,,,0,
27269.0,24421.0,2848,15.0,,,,0,
29323.0,11876.0,17447,6.0,,,,0,
35988.0,33717.0,2271,17.0,,,,0,
32053.0,30437.0,1616,17.0,,,,0,
37649.0,30682.0,6967,17.0,,,,0,
27802.0,14580.0,13222,7.0,,,,0,
35358.0,35286.0,72,9.0,,,,0,
29805.0,5035.0,24770,11.0,,,,0,
23587.0,20149.0,3438,12.0,,,,0,
33655.0,4192.0,29463,25.0,,,,0,
27601.0,2052.0,25549,16.0,,,,0,
31637.0,17492.0,14145,21.0,,,,0,
31040.0,25075.0,5965,8.0,,,,0,
29816.0,27818.0,1998,20.0,,,,0,
20435.0,8907.0,11528,17.0,,,,0,
21783.0,14723.0,7060,18.0,,,,0,
25787.0,22386.0,3401,14.0,,,,0,
34973.0,17474.0,17499,17.0,,,,0,
35784.0,25456.0,10328,10.0,,,,0,
